id,name,category
srv0304,Synthetic surveys indicator #304,Surveys
srv0305,Synthetic surveys indicator #305,Surveys
srv0306,Synthetic surveys indicator #306,Surveys
srv0307,Synthetic surveys indicator #307,Surveys
srv0308,Synthetic surveys indicator #308,Surveys
srv0309,Synthetic surveys indicator #309,Surveys
srv0310,Synthetic surveys indicator #310,Surveys
srv0311,Synthetic surveys indicator #311,Surveys
srv0312,Synthetic surveys indicator #312,Surveys
srv0313,Synthetic surveys indicator #313,Surveys
srv0314,Synthetic surveys indicator #314,Surveys
srv0315,Synthetic surveys indicator #315,Surveys
srv0316,Synthetic surveys indicator #316,Surveys
srv0317,Synthetic surveys indicator #317,Surveys
srv0318,Synthetic surveys indicator #318,Surveys
srv0319,Synthetic surveys indicator #319,Surveys
srv0320,Synthetic surveys indicator #320,Surveys
srv0321,Synthetic surveys indicator #321,Surveys
srv0322,Synthetic surveys indicator #322,Surveys
srv0323,Synthetic surveys indicator #323,Surveys
srv0324,Synthetic surveys indicator #324,Surveys
srv0325,Synthetic surveys indicator #325,Surveys
srv0326,Synthetic surveys indicator #326,Surveys
srv0327,Synthetic surveys indicator #327,Surveys
srv0328,Synthetic surveys indicator #328,Surveys
srv0329,Synthetic surveys indicator #329,Surveys
srv0330,Synthetic surveys indicator #330,Surveys
srv0331,Synthetic surveys indicator #331,Surveys
srv0332,Synthetic surveys indicator #332,Surveys
srv0333,Synthetic surveys indicator #333,Surveys
srv0334,Synthetic surveys indicator #334,Surveys
srv0335,Synthetic surveys indicator #335,Surveys
srv0336,Synthetic surveys indicator #336,Surveys
srv0337,Synthetic surveys indicator #337,Surveys
srv0338,Synthetic surveys indicator #338,Surveys
srv0339,Synthetic surveys indicator #339,Surveys
ord0340,Synthetic orders indicator #340,Orders
ord0341,Synthetic orders indicator #341,Orders
ord0342,Synthetic orders indicator #342,Orders
ord0343,Synthetic orders indicator #343,Orders
ord0344,Synthetic orders indicator #344,Orders
ord0345,Synthetic orders indicator #345,Orders
ord0346,Synthetic orders indicator #346,Orders
ord0347,Synthetic orders indicator #347,Orders
ord0348,Synthetic orders indicator #348,Orders
ord0349,Synthetic orders indicator #349,Orders
ord0350,Synthetic orders indicator #350,Orders
ord0351,Synthetic orders indicator #351,Orders
ord0352,Synthetic orders indicator #352,Orders
ord0353,Synthetic orders indicator #353,Orders
ord0354,Synthetic orders indicator #354,Orders
ord0355,Synthetic orders indicator #355,Orders
ord0356,Synthetic orders indicator #356,Orders
ord0357,Synthetic orders indicator #357,Orders
ord0358,Synthetic orders indicator #358,Orders
ord0359,Synthetic orders indicator #359,Orders
ord0360,Synthetic orders indicator #360,Orders
ord0361,Synthetic orders indicator #361,Orders
ord0362,Synthetic orders indicator #362,Orders
ord0363,Synthetic orders indicator #363,Orders
ord0364,Synthetic orders indicator #364,Orders
ord0365,Synthetic orders indicator #365,Orders
ord0366,Synthetic orders indicator #366,Orders
ord0367,Synthetic orders indicator #367,Orders
ord0368,Synthetic orders indicator #368,Orders
ord0369,Synthetic orders indicator #369,Orders
ord0370,Synthetic orders indicator #370,Orders
ord0371,Synthetic orders indicator #371,Orders
ord0372,Synthetic orders indicator #372,Orders
ord0373,Synthetic orders indicator #373,Orders
ord0374,Synthetic orders indicator #374,Orders
trn0375,Synthetic turnover indicator #375,Turnover
trn0376,Synthetic turnover indicator #376,Turnover
trn0377,Synthetic turnover indicator #377,Turnover
trn0378,Synthetic turnover indicator #378,Turnover
trn0379,Synthetic turnover indicator #379,Turnover
trn0380,Synthetic turnover indicator #380,Turnover
trn0381,Synthetic turnover indicator #381,Turnover
trn0382,Synthetic turnover indicator #382,Turnover
trn0383,Synthetic turnover indicator #383,Turnover
trn0384,Synthetic turnover indicator #384,Turnover
trn0385,Synthetic turnover indicator #385,Turnover
trn0386,Synthetic turnover indicator #386,Turnover
trn0387,Synthetic turnover indicator #387,Turnover
trn0388,Synthetic turnover indicator #388,Turnover
trn0389,Synthetic turnover indicator #389,Turnover
trn0390,Synthetic turnover indicator #390,Turnover
trn0391,Synthetic turnover indicator #391,Turnover
trn0392,Synthetic turnover indicator #392,Turnover
trn0393,Synthetic turnover indicator #393,Turnover
trn0394,Synthetic turnover indicator #394,Turnover
trn0395,Synthetic turnover indicator #395,Turnover
trn0396,Synthetic turnover indicator #396,Turnover
trn0397,Synthetic turnover indicator #397,Turnover
trn0398,Synthetic turnover indicator #398,Turnover
trn0399,Synthetic turnover indicator #399,Turnover
trn0400,Synthetic turnover indicator #400,Turnover
trn0401,Synthetic turnover indicator #401,Turnover
trn0402,Synthetic turnover indicator #402,Turnover
trn0403,Synthetic turnover indicator #403,Turnover
prd0404,Synthetic production indicator #404,Production
prd0405,Synthetic production indicator #405,Production
prd0406,Synthetic production indicator #406,Production
prd0407,Synthetic production indicator #407,Production
prd0408,Synthetic production indicator #408,Production
prd0409,Synthetic production indicator #409,Production
prd0410,Synthetic production indicator #410,Production
prd0411,Synthetic production indicator #411,Production
prd0412,Synthetic production indicator #412,Production
prd0413,Synthetic production indicator #413,Production
prd0414,Synthetic production indicator #414,Production
prd0415,Synthetic production indicator #415,Production
prd0416,Synthetic production indicator #416,Production
prd0417,Synthetic production indicator #417,Production
prd0418,Synthetic production indicator #418,Production
prd0419,Synthetic production indicator #419,Production
prd0420,Synthetic production indicator #420,Production
prd0421,Synthetic production indicator #421,Production
prd0422,Synthetic production indicator #422,Production
prd0423,Synthetic production indicator #423,Production
prd0424,Synthetic production indicator #424,Production
prd0425,Synthetic production indicator #425,Production
prd0426,Synthetic production indicator #426,Production
prd0427,Synthetic production indicator #427,Production
prd0428,Synthetic production indicator #428,Production
prd0429,Synthetic production indicator #429,Production
prd0430,Synthetic production indicator #430,Production
prd0431,Synthetic production indicator #431,Production
prd0432,Synthetic production indicator #432,Production
prd0433,Synthetic production indicator #433,Production
prd0434,Synthetic production indicator #434,Production
prd0435,Synthetic production indicator #435,Production
prd0436,Synthetic production indicator #436,Production
prd0437,Synthetic production indicator #437,Production
prd0438,Synthetic production indicator #438,Production
prd0439,Synthetic production indicator #439,Production
prd0440,Synthetic production indicator #440,Production
prd0441,Synthetic production indicator #441,Production
prd0442,Synthetic production indicator #442,Production
prd0443,Synthetic production indicator #443,Production
prd0444,Synthetic production indicator #444,Production
con0445,Synthetic construction indicator #445,Construction
con0446,Synthetic construction indicator #446,Construction
con0447,Synthetic construction indicator #447,Construction
con0448,Synthetic construction indicator #448,Construction
con0449,Synthetic construction indicator #449,Construction
con0450,Synthetic construction indicator #450,Construction
con0451,Synthetic construction indicator #451,Construction
con0452,Synthetic construction indicator #452,Construction
con0453,Synthetic construction indicator #453,Construction
con0454,Synthetic construction indicator #454,Construction
con0455,Synthetic construction indicator #455,Construction
con0456,Synthetic construction indicator #456,Construction
con0457,Synthetic construction indicator #457,Construction
con0458,Synthetic construction indicator #458,Construction
con0459,Synthetic construction indicator #459,Construction
con0460,Synthetic construction indicator #460,Construction
con0461,Synthetic construction indicator #461,Construction
con0462,Synthetic construction indicator #462,Construction
trd0463,Synthetic trade indicator #463,Trade
trd0464,Synthetic trade indicator #464,Trade
trd0465,Synthetic trade indicator #465,Trade
trd0466,Synthetic trade indicator #466,Trade
trd0467,Synthetic trade indicator #467,Trade
trd0468,Synthetic trade indicator #468,Trade
trd0469,Synthetic trade indicator #469,Trade
trd0470,Synthetic trade indicator #470,Trade
trd0471,Synthetic trade indicator #471,Trade
trd0472,Synthetic trade indicator #472,Trade
trd0473,Synthetic trade indicator #473,Trade
trd0474,Synthetic trade indicator #474,Trade
trd0475,Synthetic trade indicator #475,Trade
trd0476,Synthetic trade indicator #476,Trade
trd0477,Synthetic trade indicator #477,Trade
trd0478,Synthetic trade indicator #478,Trade
trd0479,Synthetic trade indicator #479,Trade
trd0480,Synthetic trade indicator #480,Trade
trd0481,Synthetic trade indicator #481,Trade
trd0482,Synthetic trade indicator #482,Trade
trd0483,Synthetic trade indicator #483,Trade
trd0484,Synthetic trade indicator #484,Trade
trd0485,Synthetic trade indicator #485,Trade
trd0486,Synthetic trade indicator #486,Trade
trd0487,Synthetic trade indicator #487,Trade
trd0488,Synthetic trade indicator #488,Trade
trd0489,Synthetic trade indicator #489,Trade
trd0490,Synthetic trade indicator #490,Trade
trd0491,Synthetic trade indicator #491,Trade
prc0492,Synthetic prices indicator #492,Prices
prc0493,Synthetic prices indicator #493,Prices
prc0494,Synthetic prices indicator #494,Prices
prc0495,Synthetic prices indicator #495,Prices
prc0496,Synthetic prices indicator #496,Prices
prc0497,Synthetic prices indicator #497,Prices
prc0498,Synthetic prices indicator #498,Prices
prc0499,Synthetic prices indicator #499,Prices
prc0500,Synthetic prices indicator #500,Prices
prc0501,Synthetic prices indicator #501,Prices
prc0502,Synthetic prices indicator #502,Prices
prc0503,Synthetic prices indicator #503,Prices
prc0504,Synthetic prices indicator #504,Prices
prc0505,Synthetic prices indicator #505,Prices
prc0506,Synthetic prices indicator #506,Prices
prc0507,Synthetic prices indicator #507,Prices
prc0508,Synthetic prices indicator #508,Prices
prc0509,Synthetic prices indicator #509,Prices
prc0510,Synthetic prices indicator #510,Prices
prc0511,Synthetic prices indicator #511,Prices
prc0512,Synthetic prices indicator #512,Prices
prc0513,Synthetic prices indicator #513,Prices
prc0514,Synthetic prices indicator #514,Prices
cmd0515,Synthetic commodities indicator #515,Commodities
cmd0516,Synthetic commodities indicator #516,Commodities
cmd0517,Synthetic commodities indicator #517,Commodities
cmd0518,Synthetic commodities indicator #518,Commodities
cmd0519,Synthetic commodities indicator #519,Commodities
cmd0520,Synthetic commodities indicator #520,Commodities
cmd0521,Synthetic commodities indicator #521,Commodities
cmd0522,Synthetic commodities indicator #522,Commodities
cmd0523,Synthetic commodities indicator #523,Commodities
cmd0524,Synthetic commodities indicator #524,Commodities
cmd0525,Synthetic commodities indicator #525,Commodities
cmd0526,Synthetic commodities indicator #526,Commodities
cmd0527,Synthetic commodities indicator #527,Commodities
cmd0528,Synthetic commodities indicator #528,Commodities
cmd0529,Synthetic commodities indicator #529,Commodities
cmd0530,Synthetic commodities indicator #530,Commodities
cmd0531,Synthetic commodities indicator #531,Commodities
cmd0532,Synthetic commodities indicator #532,Commodities
fin0533,Synthetic financial indicator #533,Financial
fin0534,Synthetic financial indicator #534,Financial
fin0535,Synthetic financial indicator #535,Financial
fin0536,Synthetic financial indicator #536,Financial
fin0537,Synthetic financial indicator #537,Financial
fin0538,Synthetic financial indicator #538,Financial
fin0539,Synthetic financial indicator #539,Financial
fin0540,Synthetic financial indicator #540,Financial
fin0541,Synthetic financial indicator #541,Financial
fin0542,Synthetic financial indicator #542,Financial
fin0543,Synthetic financial indicator #543,Financial
fin0544,Synthetic financial indicator #544,Financial
fin0545,Synthetic financial indicator #545,Financial
fin0546,Synthetic financial indicator #546,Financial
fin0547,Synthetic financial indicator #547,Financial
fin0548,Synthetic financial indicator #548,Financial
fin0549,Synthetic financial indicator #549,Financial
fin0550,Synthetic financial indicator #550,Financial
glb0551,Synthetic global indicator #551,Global
glb0552,Synthetic global indicator #552,Global
glb0553,Synthetic global indicator #553,Global
glb0554,Synthetic global indicator #554,Global
glb0555,Synthetic global indicator #555,Global
glb0556,Synthetic global indicator #556,Global
glb0557,Synthetic global indicator #557,Global
glb0558,Synthetic global indicator #558,Global
glb0559,Synthetic global indicator #559,Global
glb0560,Synthetic global indicator #560,Global
glb0561,Synthetic global indicator #561,Global
glb0562,Synthetic global indicator #562,Global
msc0563,Synthetic misc indicator #563,Misc
msc0564,Synthetic misc indicator #564,Misc
msc0565,Synthetic misc indicator #565,Misc
msc0566,Synthetic misc indicator #566,Misc
msc0567,Synthetic misc indicator #567,Misc
msc0568,Synthetic misc indicator #568,Misc
msc0569,Synthetic misc indicator #569,Misc
msc0570,Synthetic misc indicator #570,Misc
msc0571,Synthetic misc indicator #571,Misc
msc0572,Synthetic misc indicator #572,Misc
msc0573,Synthetic misc indicator #573,Misc
msc0574,Synthetic misc indicator #574,Misc
msc0575,Synthetic misc indicator #575,Misc
msc0576,Synthetic misc indicator #576,Misc
msc0577,Synthetic misc indicator #577,Misc
msc0578,Synthetic misc indicator #578,Misc
msc0579,Synthetic misc indicator #579,Misc
msc0580,Synthetic misc indicator #580,Misc
msc0581,Synthetic misc indicator #581,Misc
msc0582,Synthetic misc indicator #582,Misc
msc0583,Synthetic misc indicator #583,Misc
msc0584,Synthetic misc indicator #584,Misc
msc0585,Synthetic misc indicator #585,Misc
