monthly_origin,quarter,month_in_quarter,n_indicators,k_factors,nowcast,actual,error,nowcast_baseline,point_shift,ci_lower_90,ci_upper_90,rel_vol,rel_vol_target,sigma_em
2013-11,2013Q3,3,52,2,-0.2755,-0.317,0.0415,-0.1417,-0.1338,-1.2018019730346134,0.8186059792745035,1.1,1.0,0.808
2013-12,2013Q4,1,53,2,1.7988,0.585,1.2138,1.9033,-0.1045,0.34128551156000775,3.086152070377443,1.328,1.0,0.921
2013-13,2013Q4,2,35,2,0.8502,0.585,0.2652,0.93,-0.0798,-0.3206565923363648,1.8183664679042804,1.102,1.0,0.624
2013-14,2013Q4,3,27,2,0.2745,0.585,-0.3105,0.3309,-0.0564,-0.4668154099505601,0.9962600518064326,1.43,1.0,0.773
2014-03,2014Q1,1,56,2,2.2126,0.733,1.4796,2.2305,-0.0179,0.8188005543470989,3.416371817354512,1.53,1.0,0.81
2014-04,2014Q1,2,59,2,1.0366,0.733,0.3036,0.9934,0.0432,-0.1644271840882927,2.413132504723395,1.292,1.0,0.625
2014-05,2014Q1,3,55,2,0.6056,0.733,-0.1274,0.6313,-0.0257,-0.25887504088194757,1.4933545324141326,1.004,1.0,0.556
2014-06,2014Q2,1,21,2,-0.4649,0.154,-0.6189,-0.4733,0.0084,-1.5835837566166293,0.8766960917708958,0.989,1.0,0.999
2014-07,2014Q2,2,51,2,1.0599,0.154,0.9059,1.0008,0.0591,0.15715661503090883,1.8307450218058654,1.546,1.0,0.747
2014-08,2014Q2,3,31,2,-0.1405,0.154,-0.2945,-0.209,0.0685,-1.1610783122281108,0.9385996862746728,1.099,1.0,0.74
2014-09,2014Q3,1,57,2,0.2886,0.381,-0.0924,0.2368,0.0518,-0.95905304370721,1.5882212870716321,1.284,1.0,0.96
2014-10,2014Q3,2,33,2,1.4551,0.381,1.0741,1.4342,0.0209,0.07805830998494079,2.4546563952691653,1.001,1.0,0.744
2014-11,2014Q3,3,57,2,0.3516,0.381,-0.0294,0.3659,-0.0143,-1.0315338041191198,1.4605355276251135,0.761,1.0,0.864
2014-12,2014Q4,1,25,2,-0.6896,0.599,-1.2886,-0.7611,0.0715,-1.7066024406066835,0.4046408467217384,1.326,1.0,0.774
2014-13,2014Q4,2,22,2,0.6957,0.599,0.0967,0.7675,-0.0718,-0.4435100712747182,2.091721065555965,0.9,1.0,0.858
2014-14,2014Q4,3,23,2,0.682,0.599,0.083,0.649,0.033,-0.21371023689143775,1.535381351559424,1.381,1.0,0.643
2015-03,2015Q1,1,34,2,-0.1377,0.034,-0.1717,-0.1135,-0.0242,-1.5011426068731488,0.9872501326873604,0.762,1.0,0.792
2015-04,2015Q1,2,32,2,0.2863,0.034,0.2523,0.1719,0.1144,-0.6155978866032006,1.015507727866344,1.478,1.0,0.641
2015-05,2015Q1,3,41,2,0.1238,0.034,0.0898,0.2413,-0.1175,-1.0672322729214656,1.448883171970768,0.853,1.0,0.577
2015-06,2015Q2,1,50,2,2.1872,0.151,2.0362,2.2591,-0.0719,0.704874498563925,3.4482505069231237,0.937,1.0,0.655
2015-07,2015Q2,2,58,2,0.5575,0.151,0.4065,0.7356,-0.1781,-0.5028443329817373,1.287493675947942,1.109,1.0,0.925
2015-08,2015Q2,3,59,2,0.3733,0.151,0.2223,0.4927,-0.1194,-0.6085644093310036,1.810526589697117,1.112,1.0,0.983
2015-09,2015Q3,1,52,2,-0.8428,0.045,-0.8878,-0.7981,-0.0447,-1.6358842296044667,0.4681343282871848,1.033,1.0,0.646
2015-10,2015Q3,2,46,2,0.4532,0.045,0.4082,0.5456,-0.0924,-0.5313188312728294,1.573097077961429,1.128,1.0,0.605
2015-11,2015Q3,3,36,2,0.0565,0.045,0.0115,0.1414,-0.0849,-1.4217454604781292,0.9761269291384966,1.248,1.0,0.704
2015-12,2015Q4,1,53,2,0.7804,0.42,0.3604,0.8344,-0.054,-0.3689793533830794,1.64643077725568,1.473,1.0,0.542
2015-13,2015Q4,2,17,2,0.7649,0.42,0.3449,0.6852,0.0797,-0.07108204484642566,1.5463545922830162,1.117,1.0,0.71
2015-14,2015Q4,3,53,2,0.0537,0.42,-0.3663,0.107,-0.0533,-0.7712205616202688,1.2364092489136955,1.039,1.0,0.604
2016-03,2016Q1,1,58,2,0.8239,-0.032,0.8559,0.7175,0.1064,-0.4014049697709262,1.8697820907377802,1.154,1.0,0.948
2016-04,2016Q1,2,47,2,0.2388,-0.032,0.2708,0.195,0.0438,-0.961933966894268,1.0967565789203308,1.6,1.0,0.945
2016-05,2016Q1,3,50,2,0.0381,-0.032,0.0701,0.1092,-0.0711,-0.9880635757675666,1.3101851894526255,1.173,1.0,0.62
2016-06,2016Q2,1,20,2,-0.0579,-0.684,0.6261,-0.0483,-0.0096,-0.8622036878247566,1.0749154493166104,0.878,1.0,0.887
2016-07,2016Q2,2,33,2,-0.4901,-0.684,0.1939,-0.452,-0.0381,-1.634635149238274,0.4499428753311435,1.599,1.0,0.91
2016-08,2016Q2,3,37,2,-0.5389,-0.684,0.1451,-0.6072,0.0683,-1.3452708447792159,0.8512851972202841,1.003,1.0,0.729
2016-09,2016Q3,1,26,2,-0.7003,0.025,-0.7253,-0.6755,-0.0248,-2.0797261741503097,0.5020409899184018,1.041,1.0,0.735
2016-10,2016Q3,2,35,2,0.6411,0.025,0.6161,0.739,-0.0979,-0.7600198281409278,1.6210097030882231,0.938,1.0,0.768
2016-11,2016Q3,3,50,2,-0.2014,0.025,-0.2264,-0.3284,0.127,-1.5323674034692363,0.5463115202221953,1.451,1.0,0.677
2016-12,2016Q4,1,35,2,-0.0172,0.593,-0.6102,0.0812,-0.0984,-1.3254015926759226,1.4807781553749855,1.042,1.0,0.523
2016-13,2016Q4,2,47,2,0.1611,0.593,-0.4319,0.2094,-0.0483,-1.0688892186453882,1.6168171672569784,0.832,1.0,0.998
2016-14,2016Q4,3,36,2,0.7599,0.593,0.1669,0.8727,-0.1128,-0.32321378973500337,1.556622194065124,0.998,1.0,0.961
2017-03,2017Q1,1,22,2,-1.1302,-0.07,-1.0602,-1.01,-0.1202,-2.5865531024674144,0.18322019226672537,1.011,1.0,0.836
2017-04,2017Q1,2,40,2,0.1547,-0.07,0.2247,0.0692,0.0855,-1.053463470866866,1.294693082247002,1.193,1.0,0.739
2017-05,2017Q1,3,22,2,-0.1845,-0.07,-0.1145,-0.1606,-0.0239,-0.9935861408630796,0.9904236519182078,1.173,1.0,0.541
2017-06,2017Q2,1,32,2,1.3996,0.767,0.6326,1.4329,-0.0333,0.062110943863218804,2.169949118342962,1.162,1.0,0.643
2017-07,2017Q2,2,51,2,0.4118,0.767,-0.3552,0.4364,-0.0246,-0.97276783047249,1.5733572012229669,1.225,1.0,0.956
2017-08,2017Q2,3,46,2,1.195,0.767,0.428,1.2582,-0.0632,-0.1928704656604483,2.461228599755713,1.571,1.0,0.572
2017-09,2017Q3,1,26,2,-0.4292,0.02,-0.4492,-0.2817,-0.1475,-1.8791432487087083,0.797115945700043,0.73,1.0,0.93
2017-10,2017Q3,2,46,2,-0.4395,0.02,-0.4595,-0.503,0.0635,-1.3406943213502065,0.3330978805738235,0.999,1.0,0.829
2017-11,2017Q3,3,32,2,-0.1594,0.02,-0.1794,-0.1207,-0.0387,-1.4663400131279716,1.2508195513468745,1.353,1.0,0.602
2017-12,2017Q4,1,47,2,-1.8527,-0.362,-1.4907,-1.8369,-0.0158,-3.048287987207355,-1.1101927413214998,1.351,1.0,0.897
2017-13,2017Q4,2,59,2,-0.155,-0.362,0.207,-0.1374,-0.0176,-1.258542558041945,1.03679714328488,0.995,1.0,0.898
2017-14,2017Q4,3,48,2,-0.3484,-0.362,0.0136,-0.2949,-0.0535,-1.0998304865040238,0.9112219514841502,1.402,1.0,0.636
2018-03,2018Q1,1,41,2,1.0971,0.016,1.0811,1.2894,-0.1923,-0.36950645623480827,2.4571184204935728,1.395,1.0,0.863
2018-04,2018Q1,2,46,2,0.3661,0.016,0.3501,0.4297,-0.0636,-0.9809679110679935,1.5511507198592707,1.243,1.0,0.519
2018-05,2018Q1,3,25,2,-0.1138,0.016,-0.1298,0.0464,-0.1602,-1.2328750676241003,0.7667747571078712,1.17,1.0,0.905
2018-06,2018Q2,1,24,2,0.4991,0.267,0.2321,0.5315,-0.0324,-0.8807868649063263,1.9063340588396804,1.143,1.0,0.894
2018-07,2018Q2,2,56,2,0.2734,0.267,0.0064,0.1119,0.1615,-0.5420805750694077,1.3317896448542537,1.075,1.0,0.563
2018-08,2018Q2,3,17,2,0.1754,0.267,-0.0916,0.2496,-0.0742,-1.225851027268837,1.3104990858860504,0.857,1.0,0.592
2018-09,2018Q3,1,43,2,1.7415,0.538,1.2035,1.9747,-0.2332,1.0158905814570875,2.9912262473898394,1.578,1.0,0.545
2018-10,2018Q3,2,29,2,0.4806,0.538,-0.0574,0.5428,-0.0622,-0.35015508347803637,1.7034944982307207,0.802,1.0,0.713
2018-11,2018Q3,3,29,2,0.2555,0.538,-0.2825,0.1199,0.1356,-0.5484414452987074,1.015364319360114,1.257,1.0,0.852
2018-12,2018Q4,1,24,2,-0.2082,-0.317,0.1088,-0.1907,-0.0175,-1.1179657084216932,0.6675792377544658,0.972,1.0,0.654
2018-13,2018Q4,2,35,2,-0.8081,-0.317,-0.4911,-1.0138,0.2057,-2.1077107966732447,0.11882717644509222,1.477,1.0,0.737
2018-14,2018Q4,3,57,2,-0.2966,-0.317,0.0204,-0.4506,0.154,-1.7059671442159916,0.6907161607322919,1.328,1.0,0.557
2019-03,2019Q1,1,34,2,0.1947,-0.187,0.3817,0.1236,0.0711,-1.098359731364715,1.166653268328827,0.915,1.0,0.585
2019-04,2019Q1,2,49,2,-1.036,-0.187,-0.849,-0.9986,-0.0374,-1.8967416990982007,0.033914245499283346,0.917,1.0,0.949
2019-05,2019Q1,3,37,2,-0.1329,-0.187,0.0541,-0.116,-0.0169,-1.0813362155405875,0.8891644654612358,1.104,1.0,0.779
2019-06,2019Q2,1,55,2,-1.5661,-0.036,-1.5301,-1.5998,0.0337,-2.582463522186366,-0.08424681490744557,0.906,1.0,0.669
2019-07,2019Q2,2,17,2,-0.6352,-0.036,-0.5992,-0.6724,0.0372,-1.5740115260362408,0.2713747015171001,1.163,1.0,0.958
2019-08,2019Q2,3,44,2,0.1637,-0.036,0.1997,0.2553,-0.0916,-0.5834035267206485,0.9938819173905424,1.308,1.0,0.955
2019-09,2019Q3,1,39,2,-0.0259,0.619,-0.6449,-0.1126,0.0867,-1.5024242685133824,0.7672432271788787,1.198,1.0,0.708
2019-10,2019Q3,2,59,2,0.7244,0.619,0.1054,0.7712,-0.0468,-0.5750149292643766,1.6601651610104808,1.053,1.0,0.777
2019-11,2019Q3,3,59,2,0.9527,0.619,0.3337,0.8704,0.0823,0.0494013098498961,2.2133226385362494,1.443,1.0,0.84
2019-12,2019Q4,1,16,2,-0.7115,0.196,-0.9075,-0.6536,-0.0579,-1.648527699181158,0.18050693609734114,1.519,1.0,0.797
2019-13,2019Q4,2,57,2,0.3351,0.196,0.1391,0.2515,0.0836,-0.5146719328560281,1.5448394495972706,0.833,1.0,0.884
2019-14,2019Q4,3,23,2,0.1759,0.196,-0.0201,0.0983,0.0776,-1.317071818521549,1.0657354419103848,0.837,1.0,0.687
2020-03,2020Q1,1,57,2,-2.4862,-2.0,-0.4862,-2.3665,-0.1197,-3.9399277396145647,-1.110824738676575,1.013,1.0,0.865
2020-04,2020Q1,2,27,2,-1.9104,-2.0,0.0896,-2.0661,0.1557,-2.8553611818842217,-0.4205998368035224,1.217,1.0,0.669
2020-05,2020Q1,3,30,2,-1.5838,-2.0,0.4162,-1.4475,-0.1363,-2.436741298404391,-0.6109280180766926,1.226,1.0,0.999
2020-06,2020Q2,1,29,2,-9.6105,-9.5,-0.1105,-9.5968,-0.0137,-10.31401716692625,-8.663763670132278,1.18,1.0,0.897
2020-07,2020Q2,2,51,2,-9.002,-9.5,0.498,-9.1539,0.1519,-10.015989112781819,-7.720269978620575,0.702,1.0,0.832
2020-08,2020Q2,3,32,2,-9.6326,-9.5,-0.1326,-9.5817,-0.0509,-11.028126349742644,-8.444621967645892,1.345,1.0,0.961
2020-09,2020Q3,1,32,2,7.7933,8.7,-0.9067,7.8471,-0.0538,6.61992532110905,8.734604544781307,0.943,1.0,0.726
2020-10,2020Q3,2,47,2,8.2264,8.7,-0.4736,8.3282,-0.1018,7.335358022358877,9.659445957361118,1.464,1.0,0.837
2020-11,2020Q3,3,19,2,8.6424,8.7,-0.0576,8.6805,-0.0381,7.17568376584709,9.484981455390274,1.35,1.0,0.614
2020-12,2020Q4,1,38,2,0.3362,0.6,-0.2638,0.3973,-0.0611,-1.094970650012093,1.4024031646414445,0.896,1.0,0.712
2020-13,2020Q4,2,54,2,0.3382,0.6,-0.2618,0.2818,0.0564,-0.4318149828881645,1.2205766559311828,0.952,1.0,0.871
2020-14,2020Q4,3,57,2,0.2897,0.6,-0.3103,0.3923,-0.1026,-1.1532132760619742,1.096477566682875,1.377,1.0,0.578
2021-03,2021Q1,1,46,2,1.1644,0.121,1.0434,1.2932,-0.1288,0.33802819015567387,2.549588359787243,1.37,1.0,0.951
2021-04,2021Q1,2,21,2,-0.4858,0.121,-0.6068,-0.3808,-0.105,-1.6217623038131679,0.7178821785825071,1.239,1.0,0.75
2021-05,2021Q1,3,37,2,-0.2943,0.121,-0.4153,-0.288,-0.0063,-1.676705251237778,1.0486922828164822,0.833,1.0,0.855
2021-06,2021Q2,1,24,2,0.359,-0.0,0.359,0.2322,0.1268,-1.0344303698875041,1.8247150095709395,1.005,1.0,0.577
2021-07,2021Q2,2,29,2,0.0268,-0.0,0.0268,-0.097,0.1238,-1.1909370670963229,1.524670606982516,1.183,1.0,0.596
2021-08,2021Q2,3,30,2,0.1181,-0.0,0.1181,0.0415,0.0766,-0.7026052011040018,1.1043379348039584,1.213,1.0,0.825
2021-09,2021Q3,1,33,2,0.527,1.044,-0.517,0.6451,-0.1181,-0.40331182830260603,1.7383434745925883,1.241,1.0,0.818
2021-10,2021Q3,2,34,2,0.981,1.044,-0.063,1.0194,-0.0384,-0.21223748787551922,1.82263110594071,1.434,1.0,0.699
2021-11,2021Q3,3,42,2,0.9144,1.044,-0.1296,0.8822,0.0322,0.18311820679424917,1.8341313404086501,1.289,1.0,0.804
2021-12,2021Q4,1,28,2,-0.4206,0.196,-0.6166,-0.4588,0.0382,-1.338837613701245,0.602307502517012,0.704,1.0,0.66
2021-13,2021Q4,2,59,2,-0.5378,0.196,-0.7338,-0.5969,0.0591,-1.4296959218056056,0.8093538662022767,1.434,1.0,0.812
2021-14,2021Q4,3,52,2,0.0517,0.196,-0.1443,-0.0325,0.0842,-1.3443604105402576,0.7925791929376039,1.431,1.0,0.74
2022-03,2022Q1,1,20,2,0.595,-0.052,0.647,0.5908,0.0042,-0.11967001237604469,1.7280860931091213,0.906,1.0,0.745
2022-04,2022Q1,2,37,2,-0.0888,-0.052,-0.0368,-0.1291,0.0403,-0.9716305058026202,0.7566994439843863,1.536,1.0,0.755
2022-05,2022Q1,3,55,2,0.1268,-0.052,0.1788,0.253,-0.1262,-1.081368737540535,0.8451790157493813,0.993,1.0,0.915
2022-06,2022Q2,1,24,2,1.1578,0.937,0.2208,1.209,-0.0512,-0.25371122563720716,2.2730401913276745,0.878,1.0,0.581
2022-07,2022Q2,2,50,2,1.2599,0.937,0.3229,1.2471,0.0128,-0.18958301800558797,2.2029683111006433,0.765,1.0,0.683
2022-08,2022Q2,3,38,2,1.1075,0.937,0.1705,1.1784,-0.0709,0.3083185997732152,2.4342461780240012,0.73,1.0,0.793
2022-09,2022Q3,1,33,2,-0.7089,-0.225,-0.4839,-0.7797,0.0708,-1.9886025735502835,0.2806181033440126,1.473,1.0,0.608
2022-10,2022Q3,2,21,2,-0.0273,-0.225,0.1977,-0.218,0.1907,-0.7662024930575128,1.4357226020136808,1.428,1.0,0.883
2022-11,2022Q3,3,34,2,-0.3671,-0.225,-0.1421,-0.5612,0.1941,-1.2221763433750115,0.7833773104436441,0.878,1.0,0.609
2022-12,2022Q4,1,24,2,0.6096,-0.041,0.6506,0.6559,-0.0463,-0.39067697800349455,2.0197874326446836,1.266,1.0,0.617
2022-13,2022Q4,2,58,2,-0.2664,-0.041,-0.2254,-0.0399,-0.2265,-1.360140784842301,0.5434847879127951,1.145,1.0,0.677
2022-14,2022Q4,3,22,2,-0.1603,-0.041,-0.1193,-0.3025,0.1422,-0.8936666980855106,0.5665611512281291,1.582,1.0,0.895
2023-03,2023Q1,1,36,2,0.6089,-0.243,0.8519,0.4972,0.1117,-0.8455263681969689,1.6177854023468845,1.552,1.0,0.555
2023-04,2023Q1,2,22,2,-0.1651,-0.243,0.0779,-0.1205,-0.0446,-1.656099522661375,0.6784820276117619,1.529,1.0,0.617
2023-05,2023Q1,3,40,2,-0.3073,-0.243,-0.0643,-0.3089,0.0016,-1.4228290348867616,1.1681894984739394,1.573,1.0,0.618
2023-06,2023Q2,1,15,2,0.6104,0.276,0.3344,0.4961,0.1143,-0.3167039746715623,2.0365269289112162,1.581,1.0,0.534
2023-07,2023Q2,2,15,2,0.2641,0.276,-0.0119,0.3258,-0.0617,-0.953077142064573,1.2883877997539084,1.421,1.0,0.579
2023-08,2023Q2,3,53,2,0.3848,0.276,0.1088,0.3456,0.0392,-1.0343555251432082,1.4090171535432257,1.231,1.0,0.832
2023-09,2023Q3,1,35,2,-0.4489,0.25,-0.6989,-0.3876,-0.0613,-1.7150220586106841,0.2868866238248787,0.861,1.0,0.863
2023-10,2023Q3,2,15,2,0.5978,0.25,0.3478,0.4757,0.1221,-0.3883054508144491,1.3408866572722418,1.49,1.0,0.758
2023-11,2023Q3,3,52,2,0.2955,0.25,0.0455,0.257,0.0385,-0.5031995405238269,1.3103437271713636,0.977,1.0,0.726
2023-12,2023Q4,1,25,2,0.5531,0.655,-0.1019,0.5463,0.0068,-0.36900699079392496,1.7427961877536737,1.206,1.0,0.55
2023-13,2023Q4,2,33,2,1.0013,0.655,0.3463,1.1413,-0.14,0.16326483937522418,2.3846844208151707,1.433,1.0,0.698
2023-14,2023Q4,3,18,2,0.5355,0.655,-0.1195,0.383,0.1525,-0.30124349118613714,1.766725907155294,1.235,1.0,0.99
2024-03,2024Q1,1,16,2,1.6282,0.921,0.7072,1.664,-0.0358,0.5480852767584545,2.670592674222773,0.871,1.0,0.776
2024-04,2024Q1,2,30,2,1.115,0.921,0.194,0.9836,0.1314,0.1447931833415751,2.2538864376368677,1.455,1.0,0.885
2024-05,2024Q1,3,58,2,0.8702,0.921,-0.0508,0.9429,-0.0727,0.1175440327198134,2.012095977505685,1.24,1.0,0.855
2024-06,2024Q2,1,58,2,0.6381,-0.215,0.8531,0.6532,-0.0151,-0.19100702902734712,1.3658192889125589,1.363,1.0,0.622
2024-07,2024Q2,2,20,2,-0.4969,-0.215,-0.2819,-0.6596,0.1627,-1.4598935909112152,0.36894367687606455,0.799,1.0,0.519
2024-08,2024Q2,3,45,2,-0.3034,-0.215,-0.0884,-0.416,0.1126,-1.6046657973517289,0.7509895547792148,0.847,1.0,0.617
2024-09,2024Q3,1,20,2,-0.1432,0.324,-0.4672,-0.1906,0.0474,-0.8612821769561326,0.9165965139022867,1.097,1.0,0.58
2024-10,2024Q3,2,43,2,0.7913,0.324,0.4673,0.8265,-0.0352,-0.25800053975105,2.0038672598307192,1.245,1.0,0.659
2024-11,2024Q3,3,36,2,0.3241,0.324,0.0001,0.2894,0.0347,-0.7903631058959837,1.6520539277998572,1.373,1.0,0.503
2024-12,2024Q4,1,51,2,0.1166,0.469,-0.3524,-0.0788,0.1954,-0.806190458576213,1.5439023308842765,1.313,1.0,0.837
2024-13,2024Q4,2,37,2,0.2366,0.469,-0.2324,0.2363,0.0003,-0.8053122373351934,0.9796821116009136,0.773,1.0,0.61
2024-14,2024Q4,3,20,2,0.4184,0.469,-0.0506,0.2068,0.2116,-0.6088964113040684,1.8427462679416982,1.291,1.0,0.505
2025-03,2025Q1,1,31,2,0.0279,0.229,-0.2011,-0.0812,0.1091,-1.0409979460825318,1.0756886067727434,0.725,1.0,0.808
2025-04,2025Q1,2,55,2,-0.0631,0.229,-0.2921,-0.042,-0.0211,-1.500991803215333,0.8873086189003271,0.744,1.0,0.944
2025-05,2025Q1,3,46,2,0.3426,0.229,0.1136,0.2003,0.1423,-0.5688427903738437,1.3252918148061723,0.881,1.0,0.66
2025-06,2025Q2,1,34,2,0.5575,0.084,0.4735,0.6952,-0.1377,-0.7173554966439716,1.6474950921122633,0.927,1.0,0.804
2025-07,2025Q2,2,19,2,0.3092,0.084,0.2252,0.2489,0.0603,-0.4690904753044631,1.5723496607289167,1.263,1.0,0.624
2025-08,2025Q2,3,26,2,0.2665,0.084,0.1825,0.4601,-0.1936,-1.1444672552524406,1.4806334863605715,0.716,1.0,0.686
2025-09,2025Q3,1,18,2,-1.3667,-0.305,-1.0617,-1.1107,-0.256,-2.6691948010444424,-0.26620783399995385,0.787,1.0,0.833
2025-10,2025Q3,2,38,2,-0.5855,-0.305,-0.2805,-0.6376,0.0521,-1.8932478391984993,0.6941034509102609,1.276,1.0,0.752
2025-11,2025Q3,3,28,2,-0.387,-0.305,-0.082,-0.3013,-0.0857,-1.2248760869744806,0.5911607305685634,0.815,1.0,0.875
2025-12,2025Q4,1,35,2,0.7168,0.123,0.5938,0.6947,0.0221,-0.4759528144041628,2.1955019186827576,0.762,1.0,0.788
2025-13,2025Q4,2,49,2,-0.3999,0.123,-0.5229,-0.4279,0.028,-1.8271256458645069,0.790394266716617,1.159,1.0,0.866
2025-14,2025Q4,3,16,2,0.2105,0.123,0.0875,0.2002,0.0103,-0.8598285149759913,1.4175174816520035,1.427,1.0,0.941
